sample_id,temperature_C,humidity_percent,load_current_A,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m
1,0.5059201881578145,-0.015267463241619825,-1.578559958406537,1.6704146984910664,3.549922101889208,-0.24917322916492238,-1.094713789117624
2,-0.14444994131843958,1.5177667497876808,0.5796431927876979,-0.7939056123913941,-0.4887896570401187,0.16262337313101632,0.7712534419455218
3,0.6605541442101589,-0.6144250720646905,-1.7550705726152371,2.094424800302383,-0.4887896570401187,-0.5943133131144523,-1.0514269594646606
4,1.557113457008365,0.5227716612894802,0.8121802420541194,1.986835880241903,-0.4887896570401187,-0.6434949530072821,-0.900460570012271
5,-0.24266333544339191,0.4887768446488183,-0.10221682592251939,0.7147937517044726,-0.4887896570401187,-0.5598583841658638,-0.7319806661564047
6,-0.24264651970762485,1.2515311300891994,-0.6039074839343331,-0.9321067300187127,-0.4887896570401187,0.2580387244141522,0.6884236082170857
7,1.614658273124781,-1.763845925634324,-0.8025799871750502,0.867470750295608,-0.4887896570401187,-0.5380139219723249,-0.9147734158648138
8,0.783202944757563,-1.7610802258495943,-0.6345267279417303,1.9370335379119992,-0.4887896570401187,-0.6108839976738802,-1.051102644869328
9,-0.48368845294480317,-0.6023799413232886,2.061175046733165,-1.0549960489164074,-0.4887896570401187,0.5229110852186095,2.7723909606965482
10,0.5528773685040891,-0.17696983884966438,-0.029277169796690383,-0.9922286210595114,0.8390344854980976,1.2957803022853873,1.7584631393717667
11,-0.4774849475119405,0.06996539952140164,-2.267064411010881,2.1138487729423527,-0.4887896570401187,-0.5461738884629876,-1.0935119376855822
12,-0.4798530518854028,-1.036946828055909,0.38338098318038877,-0.9623254126685693,-0.4887896570401187,0.4375653848743941,1.2893895172944976
13,0.24499320232305521,-1.8828401822032508,0.9181635122838149,0.10739664665507664,-0.4887896570401187,-0.46563126897232,-0.5373660796182899
14,-1.9624917053877469,1.9955335739862792,-0.4826924533783745,0.47772695786708624,-0.4887896570401187,-0.5933180307419064,-0.8184800635116832
15,-1.7695634484238387,-0.6308109223652255,0.9439088163376927,-0.8153007994333823,-0.4887896570401187,0.1010191412629654,0.946299938303338
16,-0.5787513572550863,1.3071292175135991,-0.49160790839210133,-0.8018235722783829,-0.4887896570401187,0.08292639540347208,0.17327954947820295
17,-1.0402159813602143,-1.0071490589649448,0.7155802466035194,-0.7879697112361064,-0.4887896570401187,0.10046617534727437,0.7460064241765509
18,0.31903043018666344,-0.12981874799345988,0.02621515254048054,-0.6459263476270133,-0.4887896570401187,-0.13088676984978964,0.03249271952724993
19,-0.9328684471939436,-1.3279692947905821,-0.9084607349684477,-0.6554278029485504,-0.4887896570401187,-0.15190040235827287,-0.2502017964173562
20,-1.4493716503699072,1.7248926089948027,1.872899228699899,-0.9888302980971225,-0.4887896570401187,0.4012961668806967,2.383709106621092
21,1.4983414702547104,-0.7127044652086019,2.1517019225365512,-0.9478372563969634,-0.4887896570401187,0.5079958000534189,2.4427329412819008
22,-0.23408320359776108,-1.518358921344733,1.2881056095264503,-0.7861338379113846,0.5060338642286505,0.41867879214851944,1.1894902988902254
23,0.06633090927461228,1.4479422755229732,-0.24068494412452676,-0.6742003391249027,-0.4887896570401187,-0.024863670711826512,0.043056227023312084
24,-1.462117785594131,-0.6558373919297087,-0.4860715274707792,-0.90051372701,-0.4887896570401187,0.251800813232895,0.6078656907308415
25,-0.5604125457811623,1.2738153859464902,-0.025097026819349385,-0.6067031705382683,-0.4887896570401187,-0.19347707511597273,0.035402337352804236
26,0.1107771603550547,-0.052678374159542136,0.7628915146337119,0.4960634944770385,0.25384391797153644,-0.4508139762405966,-0.6568507726839454
27,-1.1817274523607517,-1.9270668182257435,-0.5761624800690175,-0.7975719024980329,0.3978916208397245,0.39904826370874397,0.25520720044742173
28,0.3819706609687452,1.4756165942972639,1.0758473591506537,-0.7084190551030622,-0.4887896570401187,-0.05517221026657368,0.5997747332549107
29,-0.6180321378411331,-0.8140619225531218,0.46026553607545134,-0.7903041893573134,-0.17433130446946415,0.12738310051873436,0.792096126515449
30,-0.30159847086075653,0.33526423293681773,-0.130966026664293,0.8034626630152668,-0.4887896570401187,-0.5774929616069451,-0.8665511442526236
31,-0.6191259462480726,0.11570197692840978,0.24574762116371307,1.1866476571171403,3.349586391906883,-0.244945138517959,-0.8150735438224626
32,1.8943426596157873,-1.114016586315418,-0.9656958112252195,0.8709039303227959,-0.4887896570401187,-0.5535038938200331,-0.8865178033177316
33,-0.016658550729058072,1.254681711860501,-1.3479836826393625,0.7905676894528278,-0.4887896570401187,-0.5500642125676622,-1.059076943462903
34,-1.0861836622346805,1.4298864175099024,-0.5445165537743161,-0.8249347637988986,-0.4887896570401187,0.18005036767740012,0.25678118335839467
35,0.8396489809730482,-1.0502449674345193,2.1517019225365512,-0.9638264807364453,0.22697283982367697,0.7861783762941432,2.886768923574073
36,-1.2532706683993635,-0.2148208190066503,1.0096916532885643,-0.6832375030806389,-0.4887896570401187,-0.07897751247807397,0.5654857795483311
37,0.21109222439401915,-0.2780382735061395,1.1033490504130794,-0.7088177931815773,-0.4887896570401187,-0.029189601569241597,0.6505653658698479
38,-2.0100060604926493,-0.0007192990107366321,0.31815126832508217,-0.5388884633581656,-0.4887896570401187,-0.16188811360725677,-0.02910454681538927
39,-1.363215012855269,-0.09215474071828965,-1.364983724549428,-0.40772776833370467,-0.4887896570401187,-0.26753796123006296,-0.6097050305896132
40,0.19879893189937475,-0.2316819687566565,-2.131973372222245,1.0358713852196302,0.032272638151234545,-0.46827824345336944,-1.0370256560030513
41,0.7535326168997344,-0.07945978006029196,0.30952026071929895,-0.9685633918172274,-0.4887896570401187,0.4396897069136168,1.3243849580662364
42,0.17268803612613026,1.0315274037998934,1.2752431767726256,-0.8297577506519186,0.9066940143462536,0.6092063331168798,1.4548891451307273
44,-0.3112365107429073,1.725649290385363,-1.0047535168957393,-0.7627899096245843,-0.4887896570401187,-0.054171583595272375,-0.04639618693363982
45,-1.5171950496173314,-0.8533299100116314,-0.5374840364554561,0.19639790037277866,-0.4887896570401187,-0.42531162325024957,-0.8019585318675968
46,-0.7401271600813446,0.8931289570992469,-0.8130231993044958,1.278001989856505,-0.4887896570401187,-0.5292211917330097,-0.9892623519524585
47,-0.47463866547949635,-0.1391777928814561,-1.029074898494423,-0.5919347286402926,-0.4887896570401187,-0.09171417087079582,-0.4212457727373007
48,1.0799123743980616,-0.37753902734291056,-0.7930361905342574,-0.7814412554774693,-0.4887896570401187,0.0200108978546677,0.12452211881825578
49,0.34911332979321563,0.3682325253819248,0.5203158609071264,-0.6218809619748655,-0.4887896570401187,-0.11139302591008257,0.15282541264910404
51,0.3291055039262168,0.7351239002577039,-0.06549270328462242,-0.6534603297260466,-0.4887896570401187,-0.10578640473183774,0.060833739512991786
52,-0.39725070969318604,0.5395120870167791,-1.3107045610984462,0.09267496119415448,-0.45723157818220855,-0.5368577587376018,-0.8319896776886269
53,-0.6961645313524217,1.0061150767702767,0.629481583297505,-0.5840486347369487,-0.4887896570401187,-0.20917473838061526,0.20607067175551322
54,0.6236689695092318,0.7100251921983455,0.33492238574925115,-0.15860757221040486,0.5883158417417033,-0.31683827505143547,-0.4741456960048777
55,1.053156464664952,1.6229816345630739,-0.24911622945684045,-0.9137388386754951,-0.4887896570401187,0.31275081019242523,0.7875197191798049
56,0.9510198947385139,0.38593205884457565,0.9123976751860396,-0.759386266800948,-0.4887896570401187,0.0774332866053398,0.8016550875674999
57,-0.862394046003661,0.5366445475940251,-0.057593752992322535,-0.667521864757539,-0.4887896570401187,-0.01143876734501266,0.1274505061137279
58,-0.3195417428292792,-0.3141531867905416,1.2080604605414274,0.7848762485395424,-0.4887896570401187,-0.5539339624261593,-0.7574897024203476
59,0.336458993805216,-0.5964811342987092,0.918005826178564,-0.8171342265686167,-0.4887896570401187,0.11214804916048862,0.930320706729688
60,0.9963578724267513,-1.2870485442310453,0.6722348400846212,-0.6917093530114269,-0.4887896570401187,-0.02035610075756328,0.40537613868572225
61,-0.49362342617306754,0.12366429945858834,-1.0711199643201526,1.22442863885897,-0.4887896570401187,-0.5633169397866215,-0.9558848902339415
62,-0.19299344863526172,-1.5091407409033137,1.2281503607762827,-0.9488480527762662,-0.4887896570401187,0.32485180724536455,1.8089066649043
63,-1.1359863386351399,0.9794582662664046,-1.094448120390711,-0.13365537815010772,-0.4887896570401187,-0.4689999895493978,-0.6787198029798333
64,-1.228036448855885,-0.30242482820734656,0.079207792668643,-0.28653244786982385,-0.4878961554266064,-0.2352757416859372,-0.4094805654486953
65,0.8293870317236675,-0.8484924495187194,-0.4936694674105423,0.5861038660191386,-0.4887896570401187,-0.512744500864335,-0.8754326866493847
66,1.386280696918145,-1.8237027442998863,-0.5146123132974996,-0.7153155925591629,-0.4887896570401187,0.03911274728427821,-0.013737039292583773
67,-0.07658978153659975,0.6668434482948753,0.053981493418524255,-1.0025090739774574,-0.4887896570401187,0.4626581906717711,1.204627543294072
68,1.025024057837177,0.6933446563037015,0.13841637759730505,-1.0584677773715176,-0.4887896570401187,0.5109300378805507,1.3559029791190258
69,0.36756780943622414,0.25058825236689514,-0.4453070492971252,2.0122906744559397,0.42547377228900934,-0.5270575919624229,-0.912731680751352
70,-0.6635914093545758,-0.4999042692025666,-0.5384435637996557,-0.32450241436098115,-0.4887896570401187,-0.21886559105648232,-0.5486712812654676
71,0.3673215622040203,0.3204115520147991,-0.43418224244729087,1.2977881671444746,-0.4887896570401187,-0.5537676858143127,-0.9845527965955346
72,1.5724839249338696,-2.0552015882470807,-0.1751507672383627,0.6214557924586054,-0.4887896570401187,-0.5203622625630917,-0.8475780505547543
73,-0.03952860844287245,-0.160129433427013,1.2155281394067454,-0.9157600321831404,-0.4887896570401187,0.35759908644648075,1.6920064553454104
74,1.5997359616451776,1.1642161844733778,0.7072589207671256,1.7701684326991352,-0.4887896570401187,-0.6131754868413947,-0.872625400626112
75,-2.6860810477864154,-1.6440722932124077,0.49164472971943946,0.053999134699268446,1.1860730479478965,-0.3928607148611351,-0.5555031009877538
76,0.8389910014865617,-1.5421176223791957,-0.30694962538524734,-0.6749001248676202,-0.4887896570401187,-0.024559393309278657,-0.03182252041090445
77,0.08632290385456808,-0.3223262169229216,0.5113294971316021,-0.7103551459877587,-0.4887896570401187,-0.07298728668087921,0.43580026076059436
78,-0.30908935088202405,-1.0949622831392463,0.6148572422407754,0.32338406759010846,-0.4887896570401187,-0.5347271379551624,-0.6128297769778365
79,0.09115087093826352,0.7524751989515779,-0.5581186790737288,1.729303349052518,-0.4887896570401187,-0.6647826777359311,-0.9061444691940095
80,-2.038581109006518,-1.2045028262535253,1.7991916329608442,0.8369276127462861,-0.4887896570401187,-0.6789672053450861,-0.7953464483699083
81,-0.22783082193225415,-0.7527186544672979,-1.3381122943811454,1.8128774131306118,-0.4887896570401187,-0.6690731024575761,-1.0653047141126795
82,0.3629347088287351,-0.5688248735085463,-0.00974534335451351,-0.12433754962254769,-0.4887896570401187,-0.3957609850627996,-0.5327577072519903
83,1.5108835676566694,0.05259197560673037,-0.00330353422346655,1.2395118784854007,-0.4887896570401187,-0.5167584359739895,-0.8352575259341002
84,-0.5336670807029378,-1.0335473315134873,-0.5288716876865092,-0.9615372498721811,-0.4887896570401187,0.36588758321375575,0.7068853567778752
85,-0.8309253876404237,0.20125152143467,-1.7517311734080936,2.186887097359426,2.337126508946519,-0.5521287126585358,-1.1181408041217575
