is_outlier,sample_id,temperature_C,humidity_percent,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m
False,1,29.96714153011233,50.647558157697816,166.32983989005925,11.239555265298272,11924.681191892523,0.2314363529587392
False,2,23.617356988288154,84.77244759461296,16.762860182866365,0.0,22687.906941985908,7.797186184579178
False,3,31.476885381006923,37.31048649771722,192.0642827760769,0.0,2903.672717700916,0.4069471115113943
False,4,40.23029856408026,62.62415038330621,185.5343890149683,0.0,1618.200496767185,1.019055361091427
False,5,22.65846625276664,61.86743579113904,108.33034277735774,0.0,3804.2293915769615,1.7021738976922514
False,6,22.6586304305082,78.8461212222702,8.375020475342874,0.0,25181.800675346083,7.461344380847708
False,7,40.79212815507391,11.724717301450315,117.59676705231664,0.0,4375.183296168607,0.9610225032275792
False,8,32.67434729152909,11.786280962957324,182.5117357130686,0.0,2470.5607936289107,0.4082620773126066
False,9,20.30525614065048,37.57860755549277,0.9164996878319254,0.0,32104.83257605557,15.910997399213294
False,10,30.425600435859646,47.04811096831824,4.726042857641416,3.695275554057367,52305.4991483589,11.79992614578481
False,11,20.365823071875376,52.54481654466656,193.2431818456687,0.0,4161.904310954729,0.2363093791931938
False,12,20.34270246429743,27.905276825716253,6.540958127721058,0.0,29874.13170459849,9.898020464822403
False,13,27.419622715660346,9.07594024577156,71.46559346536631,0.0,6267.065915612478,2.491258106042851
False,14,5.86719755342202,95.40739619121784,93.94204910200004,0.0,2929.6866498243826,1.3514534830560831
False,15,7.750821674869673,36.94574230278456,15.464322207908578,0.0,21077.742479578763,8.506929623959051
False,16,19.37712470759028,80.08371825052734,16.282295484961676,0.0,20604.848077247472,5.372641529703116
False,17,14.871688796655762,28.56856637728248,17.12312780056047,0.0,21063.28947790389,7.694819638556996
False,18,28.14247332595274,48.09768034428048,25.74416492330971,0.0,15016.36251633692,4.801807317148955
False,19,15.91975924478789,21.42720254885129,25.16749314529873,0.0,14467.124204856716,3.655594269672589
False,20,10.876962986647085,89.38300813194259,4.932297255379221,0.0,28926.154526377457,14.335048141867633
False,21,39.65648768921554,35.12281619234551,7.42028772034774,0.0,31714.98821972794,14.57436615330569
False,22,22.742236995134643,17.1891856142796,17.234552450631753,2.768549630163053,29380.48833788472,9.492969142248798
False,23,25.67528204687924,83.21817539114691,24.02813170557762,0.0,17787.51347869075,4.844638109527939
False,24,10.752518137865431,36.3886604714556,10.29249444129875,0.0,25018.75890696196,7.134714287611831
False,25,19.55617275474817,79.34216218525127,28.124737004697625,0.0,13380.42481896114,4.813604652175694
False,26,26.10922589709866,49.81480231444386,95.05494842232372,2.066716222011918,6654.349020396681,2.0067955273899294
False,27,13.490064225776973,8.09146837188429,16.54034205664763,2.4675945747803945,28867.40054645343,5.704825343655875
False,28,28.75698018345672,83.83419756494335,21.95129535613454,0.0,16995.331970721578,7.101908695347333
False,29,18.99361310081195,32.86662908569646,16.98144133219044,0.8751236144887675,21766.82355395873,7.881694923344971
False,30,22.083062502067232,58.45029033063914,113.71192454662516,0.0,3343.310246184259,1.1565445023585152
False,31,18.98293387770603,53.562899268438905,136.9685693844923,10.682029891277512,12035.191802886882,1.3652655561386575
False,32,43.522781845089376,26.189726737412222,117.80513702970552,0.0,3970.318217316745,1.075587696180416
False,33,24.865027752620662,78.91625224328321,112.9292899838124,0.0,4060.221984422197,0.3759294900960249
False,34,14.422890710440996,82.81625731707658,14.87960805918616,0.0,23143.40044388124,5.711207214004628
False,35,33.225449121031886,27.60926416523228,6.44985381134803,1.991935206205759,38985.91238745512,16.374754232117954
False,36,12.791563500289778,46.205559313594456,23.47963916099678,0.0,16373.127124146762,6.962880720250371
False,37,27.08863595004756,44.79835742146222,21.92709474802592,0.0,17674.44559484213,7.30784436975648
False,38,5.403298761202244,50.971396002717576,32.24061467200603,0.0,14206.073020120846,4.5520550708597325
False,39,11.718139511015696,48.93607003779985,40.201150047409406,0.0,11444.677821405665,2.197952630458983
False,40,26.968612358691235,45.830235093098906,127.81750590478352,1.45009320125855,6197.881313953727,0.4653386295541346
False,41,32.38466579995411,49.21865611786138,6.162356491959214,0.0,29929.655615059564,10.0399129620317
False,42,26.713682811899705,73.94890316182212,14.586886543404242,3.8835690147212927,34360.351997806065,10.569055175716974
False,44,21.98896304410712,89.3998516365248,18.651365367743068,0.0,17021.485588052885,4.4819443952083935
False,45,10.214780096325724,31.9925352663655,76.8673460905936,0.0,7320.91008686321,1.4184416772609412
False,46,17.801557916052914,70.86819455678194,142.51313742244344,0.0,4605.000977999332,0.6589996990320361
False,47,20.393612290402125,47.88935076538158,29.021077971375927,0.0,16040.226054010762,2.9620794461003643
False,48,35.57122226218915,42.58349998728921,17.5193593316887,0.0,18960.41075182589,5.174949674956253
False,49,28.436182895684613,59.18415479697096,27.2035513886181,0.0,15525.875138752384,5.289708196419162
False,51,28.24083969394795,67.35104859267678,25.286904987276085,0.0,15672.41673016002,4.916718803061229
False,52,21.149177195836835,62.99678732266201,70.57209028687693,0.0878247303997137,4405.402209656242,1.2966774079552184
False,53,18.230779996940413,73.38323225712207,29.499708627302347,0.0,12970.131260140386,5.5055963982121705
False,54,31.11676288840868,66.79235875375754,55.321000804506326,2.9975367153521075,10156.103791772117,2.7475914428322827
False,55,35.30999522495951,87.11449989818371,9.48982280832822,0.0,26611.82347593934,7.863139424377634
False,56,34.31280119116199,59.57814119164146,18.857942643791667,0.0,20461.273385920533,7.920452682198439
False,57,16.607824767773614,62.93295674084863,24.433468315338708,0.0,18138.40337143048,5.186823112666633
False,58,21.90787624148785,43.99445010329564,112.58385939030435,0.0,3959.077411856093,1.5987449716072168
False,59,28.31263431403564,37.70991326009653,15.353046024403028,0.0,21368.62139257901,8.442140239357219
False,60,34.75545127122359,22.338086387353783,22.965457217568,0.0,17905.32890682099,6.313700247929365
False,61,20.2082576215471,53.74013821959479,139.26161031125176,0.0,3713.8323006152496,0.7943319391555188
False,62,23.143410233361827,17.39437959214352,7.358939460998634,0.0,26928.110114429863,12.0044544399857
False,63,13.936650259939718,72.78985951732658,56.83542418777584,0.0,6179.016864556888,1.9181253677405847
False,64,13.037933759193292,44.25551990625664,47.55685699685904,0.0024865752656155,12287.923127987751,3.009782649876365
False,65,33.125258223941984,32.10021571020235,100.51976822021878,0.0,5035.656166617427,1.1205334048567974
False,66,38.56240028570823,10.39232217181288,21.532723844472105,0.0,19459.680334209275,4.61436415942119
False,67,24.27989878419666,65.83114587026468,4.102091382596124,0.0,30529.98833866156,9.554344606079612
False,68,35.03532897892024,66.42105494441304,0.7057900909092738,0.0,31791.68109179585,10.167705914932212
False,69,28.61636025047634,56.56542797704485,187.07931670673344,2.5443544759703345,4661.551499868235,0.9693009214300716
