sample_id,temperature_C,humidity_percent,load_current_A,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m,is_outlier,total_distance,log_distance,E_H_ratio,power_density
1,0.5060261102533076,0.02180589253445984,-1.6296271266368334,1.3582046935279952,1.7836536163065333,0.010618351592329914,-1.9480060953462444,False,166.7091576381287,5.119966953654648,51524.44512281672,2759.804725247277
2,-0.15104759828782874,1.4820316693141047,0.592474311571224,-0.6920826729688383,-0.6345497247542439,0.6173870177947526,0.9250810040401974,False,16.762860182866365,2.877109770930021,2909.7553264921903,176901.83456507055
3,0.663392347401878,-0.5792480257551674,-1.829187544004501,1.516198215683064,-0.6345497247542439,-1.215652660590726,-1.7190136473649271,False,192.0642827760769,5.263023204827564,7135.24067458319,1181.641225242828
4,1.5831166547389854,0.54499679490689,0.8148440409049603,1.477860457936763,-0.6345497247542439,-1.6833197399216513,-1.125581843195876,False,185.5343890149683,5.228615613587017,1587.9401361413068,1649.0358915514105
5,-0.24953023464019494,0.51232857003361,-0.07542840415467214,0.909399612771377,-0.6345497247542439,-0.9919243737644882,-0.674562039641334,False,108.33034277735774,4.694373966695825,2234.922743094497,6475.459971175978
6,-0.24951339103431666,1.2346235991056,-0.5844294801344607,-1.1515228439376997,-0.6345497247542439,0.7187879610679079,0.8776522067053206,False,8.375020475342874,2.2380487558906625,3374.9678362275595,187890.0869686205
7,1.6425366757075683,-1.8239629073779062,-0.7908434123121431,0.992800173881776,-0.6345497247542439,-0.8741646580774662,-1.1720538112733023,False,117.59676705231664,4.775729226936744,4552.628818623724,4204.649603363446
8,0.7884909521731855,-1.8207186262671953,-0.6160500353098173,1.4597326074359893,-0.6345497247542439,-1.347098926570684,-1.7174277407920486,False,182.5117357130686,5.212278620289212,6051.394140002538,1008.636281734021
9,-0.49028391649233194,-0.5669325692445144,1.9704886131670571,-2.1055138222165817,-0.6345497247542439,0.9583022997518712,1.6729904940516662,False,0.9164996878319254,0.6505004429539958,2017.7761175340806,510819.90761979844
10,0.5537700318482125,-0.13826718539929803,-0.002751602231772436,-1.474645031889367,1.6624390093152137,1.4541501365503364,1.3651396941029605,False,5.9992118242880395,1.7450246913914365,4432.696787203772,617201.0269690452
11,-0.4841047691310937,0.1056159504805782,-2.4326446070078425,1.5230036943573646,-0.6345497247542439,-0.9164048868465018,-1.941137994527105,False,193.2431818456687,5.269110888738144,17612.02502050151,983.4970239831891
12,-0.48646368709381044,-1.0187495335629153,0.4027569795330961,-1.2974097330334144,-0.6345497247542439,0.8867946069165967,1.1800683171534376,False,6.540958127721058,2.0203492465888706,3018.1922529438075,295694.7669809157
13,0.24143909512843506,-1.9655592856816457,0.9153676797053468,0.5043320369446478,-0.6345497247542439,-0.5653157249889225,-0.29743044228068394,False,71.46559346536631,4.283111876323775,2515.6218798803184,15612.87876337445
14,-1.927066705804866,1.9207948546127303,-0.45990764615305074,0.7673442737616906,-0.6345497247542439,-1.2083441937697634,-0.8867202926579629,False,93.94204910200004,4.553266696016445,2167.8026796724944,3959.335227168069
15,-1.7450872307244663,-0.5960188780939801,0.9397112345434501,-0.7491997924650248,-0.6345497247542439,0.546326954079655,1.0186220068719691,False,15.464322207908578,2.8011957493513964,2477.7141616995305,179306.8719057087
16,-0.5848531650588378,1.2864735749877911,-0.469031230588988,-0.7128003378071497,-0.6345497247542439,0.5245086316849272,0.5218380163986094,False,16.282295484961676,2.8496825951182947,3835.142197406918,110702.46249304316
17,-1.0404079418374321,-0.9872261516391402,0.722775574889605,-0.6768566128567399,-0.6345497247542439,0.5456668167813694,0.9108545111295551,False,17.12312780056047,2.8971889016433896,2737.3333918091007,162078.21352718578
18,0.3163893005081687,-0.09144162002980463,0.05233148959302185,-0.37171258340129126,-0.6345497247542439,0.22444695797532954,0.39993011043687665,False,25.74416492330971,3.2863163158393496,3127.23072737164,72105.67940790793
19,-0.9349951690703905,-1.3317766979826198,-0.9020985979993837,-0.38932337449249244,-0.6345497247542439,0.1896128729792781,0.10566738471884399,False,25.16749314529873,3.264517920792104,3957.528976163834,52885.936341915825
20,-1.4385093929117594,1.673034485305262,1.8000434560060516,-1.4523087705777276,-0.6345497247542439,0.8549097246255476,1.5666495757439745,False,4.932297255379221,1.7804115335021968,2017.8622507748748,414657.8176947232
21,1.522474669696439,-0.6801421504758928,2.0520135971637403,-1.2241455893745417,-0.6345497247542439,0.9461414695918284,1.5836103749297827,False,7.42028772034774,2.130643998733095,2176.079955041787,462225.8508620916
22,-0.24093506174948168,-1.5425970051901339,1.2624473786994745,-0.6721987418217966,1.5902325064802343,0.8703090105238719,1.1356936347885005,False,17.455505298565637,2.9033182805337154,3094.9732167728857,278908.0691757403
23,0.06100301654944579,1.4173570491720657,-0.21428348408363154,-0.4250947767608851,-0.6345497247542439,0.38410551769678986,0.40956057077576913,False,24.02813170557762,3.2200004604515673,3671.5868977129985,86174.0656726071
24,-1.450806020060749,-0.6216722177261101,-0.4633649583038093,-1.0226443754037582,-0.6345497247542439,0.7124471183169572,0.8293381905497391,False,10.29249444129875,2.424138296299324,3506.6233056843353,178501.69663181726
25,-0.5666273982455315,1.255417509018408,0.0014039574704705082,-0.3022173186888082,-0.6345497247542439,0.11695536370349464,0.4025911003973533,False,28.124737004697625,3.3715878819634684,2779.7093874761727,64408.075156638464
26,0.1058324874962593,-0.015100960894636048,0.767921203900077,0.7789527846816285,1.4906386872833293,-0.5128968344954018,-0.5151759706891685,False,95.0774133825324,4.564920407120434,3315.906186588548,13353.917851823619
27,-1.1787902234451024,-2.0193228632916855,-0.5558356898460125,-0.7016165940565839,1.5544350115043617,0.8529021022125057,0.58697862584073,False,16.723394940513487,2.864503488273134,5060.171652473838,164683.47824287298
28,0.38018489959281404,1.4430079019668014,1.0640136028907947,-0.4939616985246562,-0.6345497247542439,0.34094003856358396,0.824359195546881,False,21.95129535613454,3.1333743774468297,2393.065062747237,120699.29590318211
29,-0.6238625754280215,-0.7849975005725208,0.477307287481974,-0.682814252226838,1.029913315425799,0.5773277672859617,0.9366789214450182,False,17.003975742727395,2.8893401889112558,2761.692885091785,171559.46270258224
