sample_id,temperature_C,humidity_percent,load_current_A,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m,is_outlier,total_distance,log_distance,E_H_ratio,power_density
1,0.7131827572510437,0.510969423686869,0.2580333885036558,0.8312465788573895,0.9369578637140763,0.010718639143378646,0.0014268860804937393,False,166.7091576381287,5.119966953654648,51524.44512281672,2759.804725247277
2,0.5920329640840253,0.856276129776964,0.687310133708331,0.08151775785700228,0.0,0.020416981717825505,0.05155079161535545,False,16.762860182866365,2.877109770930021,2909.7553264921903,176901.83456507055
3,0.7419876960747653,0.3760127876424015,0.22292459815662075,0.9602446609327739,0.0,0.002590143785103804,0.002589663713621082,False,192.0642827760769,5.263023204827564,7135.24067458319,1181.641225242828
4,0.90899717327037,0.6321594899361482,0.7335628451796085,0.9275125060122296,0.0,0.0014318525573608395,0.006644946634929065,False,185.5343890149683,5.228615613587017,1587.9401361413068,1649.0358915514105
5,0.573737947377076,0.6245023626140332,0.5516849728632305,0.5405146628017905,0.0,0.003401601923559975,0.011170680337434931,False,108.33034277735774,4.694373966695825,2234.922743094497,6475.459971175978
6,0.573741079782483,0.7963081629171267,0.4518963442293912,0.03947234658391905,0.0,0.022664136644422055,0.04932580358118352,False,8.375020475342874,2.2380487558906625,3374.9678362275595,187890.0869686205
7,0.9197165194616721,0.11711267603099194,0.4123794500456125,0.5869641221687916,0.0,0.003916067260394501,0.0062604727162530426,False,117.59676705231664,4.775729226936744,4552.628818623724,4204.649603363446
8,0.7648344969118007,0.11773563321915016,0.44580603275855024,0.912360964537215,0.0,0.002199882732306349,0.0025983755033403334,False,182.5117357130686,5.212278620289212,6051.394140002538,1008.636281734021
9,0.5288402163621733,0.37872588066106233,0.9819937791412631,0.0020852976017529537,0.0,0.028902223309688,0.10530566269902113,False,0.9164996878319254,0.6505004429539958,2017.7761175340806,510819.90761979844
10,0.7219298574464953,0.47454693930028613,0.5661930131099135,0.02118125257017432,0.30804755234882136,0.04710429294932879,0.0780693739318838,False,5.9992118242880395,1.7450246913914365,4432.696787203772,617201.0269690452
11,0.5299957943416033,0.5301676117254589,0.12108661854394531,0.9661540843312661,0.0,0.003723889495980646,0.001459170402878265,False,193.2431818456687,5.269110888738144,17612.02502050151,983.4970239831891
12,0.5295546680628274,0.28084231161993195,0.6482726582508962,0.030278810656298935,0.0,0.02689222168612081,0.06546904444565779,False,6.540958127721058,2.0203492465888706,3018.1922529438075,295694.7669809157
13,0.6645777415332534,0.09030993775533254,0.7546434154981052,0.3557241088154618,0.0,0.005620772353460986,0.016398448000742045,False,71.46559346536631,4.283111876323775,2515.6218798803184,15612.87876337445
14,0.25337137170220625,0.9638902240620145,0.4760065832299013,0.46839099971417875,0.0,0.0026135839722093842,0.008847119907390202,False,93.94204910200004,4.553266696016445,2167.8026796724944,3959.335227168069
