sample_id,temperature_C,humidity_percent,load_current_A,distance_from_line_m,vertical_distance_m,E_field_V_m,H_field_A_m,is_outlier,total_distance,log_distance,E_H_ratio,power_density
1,0.5116534537197893,-0.0078057811253659315,-1.5798683017883994,1.6710981116231047,3.5497578244929153,-0.23067674356441448,-0.7436160208014413,False,166.7091576381287,5.119966953654648,51524.44512281672,2759.804725247277
2,-0.13879299967171885,1.5229882119296358,0.574980088872964,-0.7913839456813603,-0.48894924525607286,0.07341495232358843,0.4215338417672312,False,16.762860182866365,2.877109770930021,2909.7553264921903,176901.83456507055
3,0.6663055567755434,-0.60608784207636,-1.7561045438455007,2.0947919241585025,-0.48894924525607286,-0.48554585336759504,-0.7165867982183374,False,192.0642827760769,5.263023204827564,7135.24067458319,1181.641225242828
4,1.5629700849179187,0.5294471078582917,0.8071556772107061,1.9872832597840955,-0.48894924525607286,-0.5218640944559847,-0.6223201546274308,False,185.5343890149683,5.228615613587017,1587.9401361413068,1649.0358915514105
5,-0.23701791958857074,0.4955019677784097,-0.105820030967934,0.7161900078938359,-0.48894924525607286,-0.46010256967545005,-0.5171176979308036,False,108.33034277735774,4.694373966695825,2234.922743094497,6475.459971175978
6,-0.2370011018794,1.257141641834907,-0.6067308495015795,-0.9294819725303253,-0.48894924525607286,0.14387453315467696,0.36981312139301187,False,8.375020475342874,2.2380487558906625,3374.9678362275595,187890.0869686205
7,1.6205216541822263,-1.7538290491428965,-0.8050945316415258,0.8687531174593855,-0.48894924525607286,-0.4439715003146087,-0.6312574018097166,False,117.59676705231664,4.775729226936744,4552.628818623724,4204.649603363446
8,0.788968750721775,-1.7510673908699923,-0.637302498253041,1.9375180673870054,-0.48894924525607286,-0.49778249529617563,-0.7163842892461055,False,182.5117357130686,5.212278620289212,6051.394140002538,1008.636281734021
9,-0.47807132249210693,-0.5940603128615585,2.0542090156871007,-1.0522796224476674,-0.48894924525607286,0.33946984633067595,1.671086924017939,False,0.9164996878319254,0.6505004429539958,2017.7761175340806,510819.90761979844
10,0.5586161447063761,-0.16927186136005878,-0.0329937539183596,-0.9895590157967362,0.8388733556007276,0.9101960485555537,1.0379686987862848,False,5.9992118242880395,1.7450246913914365,4432.696787203772,617201.0269690452
11,-0.47186708904945185,0.07730253101771138,-2.2673025272628156,2.114201407534619,-0.48894924525607286,-0.4499972373767898,-0.742865559052939,False,193.2431818456687,5.269110888738144,17612.02502050151,983.4970239831891
12,-0.47423547133081506,-1.027992167830665,0.3790229537506589,-0.9596781136293705,-0.48894924525607286,0.27644621133776104,0.7450690930485548,False,6.540958127721058,2.0203492465888706,3018.1922529438075,295694.7669809157
13,0.25069584690744856,-1.8726494196314432,0.9129742046116672,0.10924598919717209,-0.48894924525607286,-0.39052044321281626,-0.39559618620010284,False,71.46559346536631,4.283111876323775,2515.6218798803184,15612.87876337445
14,-1.957048119273884,2.0000568763784186,-0.48570423837234394,0.479300053438924,-0.48894924525607286,-0.48481088590339666,-0.5711297723461476,False,93.94204910200004,4.553266696016445,2167.8026796724944,3959.335227168069
15,-1.7640972212948567,-0.6224497477650741,0.938679489573784,-0.8127631730370374,-0.48894924525607286,0.02792323326085902,0.5308366193182776,False,15.464322207908578,2.8011957493513964,2477.7141616995305,179306.8719057087
16,-0.5731453828698716,1.312658483880096,-0.494605834998089,-0.7992959991859568,-0.48894924525607286,0.014562623335937762,0.048146149299027906,False,16.282295484961676,2.8496825951182947,3835.142197406918,110702.46249304316
17,-1.0346641619634693,-0.9982379421628934,0.7107058390110739,-0.7854524723967066,-0.48894924525607286,0.027514894915828404,0.4057690636971335,False,17.12312780056047,2.8971889016433896,2737.3333918091007,162078.21352718578
18,0.32474176337904936,-0.1221896723030759,0.022412309878807286,-0.643515065679756,-0.48894924525607286,-0.14332796551918892,-0.039764159541374675,False,25.74416492330971,3.2863163158393496,3127.23072737164,72105.67940790793
19,-0.9273040300721048,-1.3185893639892428,-0.9108106959694179,-0.6530094334144386,-0.48894924525607286,-0.15884550770055858,-0.21628466371663194,False,25.16749314529873,3.264517920792104,3957.528976163834,52885.936341915825
